constituency_number,NAME OF CONSTITUENCY,province,voter_reg,candidate_party,candidate_name
NA-1,Chitral Upper-cum-Chitral Lower,Khyber Pakhtunkhwa,515935,Pakistan Peoples Party,Fazli Rabbi
NA-1,Chitral Upper-cum-Chitral Lower,Khyber Pakhtunkhwa,515935,Jamiat Ulema-e Islam (Fazl),Muhammad Talha Mahmood
NA-1,Chitral Upper-cum-Chitral Lower,Khyber Pakhtunkhwa,515935,Awami National Party,Khadija Bibi
NA-1,Chitral Upper-cum-Chitral Lower,Khyber Pakhtunkhwa,515935,Pakistan Muslim League (Nawaz),Iftikhar uddin
NA-1,Chitral Upper-cum-Chitral Lower,Khyber Pakhtunkhwa,515935,Pakistan Tehreek-e-Insaf,Abdul Latif
NA-2,SWAT-1,Khyber Pakhtunkhwa,883636,Pakistan Tehreek-e-Insaf,Dr. Amjad
NA-2,SWAT-1,Khyber Pakhtunkhwa,883636,Pakistan Peoples Party,Haider Ali Khan
NA-2,SWAT-1,Khyber Pakhtunkhwa,883636,Pakistan Muslim League (Nawaz),Amir Muqam
NA-2,SWAT-1,Khyber Pakhtunkhwa,883636,Awami National Party,Muhammad Ayub Khan
NA-2,SWAT-1,Khyber Pakhtunkhwa,883636,Jamaat-e-Islami,Naveed Igbal
NA-2,SWAT-1,Khyber Pakhtunkhwa,883636,Jamiat Ulema-e Islam (Fazl),Abdul Ghafoor
NA-3,SWAT-2,Khyber Pakhtunkhwa,867243,Pakistan Tehreek-e-Insaf,Saleem ur Rehman
NA-3,SWAT-2,Khyber Pakhtunkhwa,867243,Pakistan Peoples Party,Shaharyar Amirzeb
NA-3,SWAT-2,Khyber Pakhtunkhwa,867243,Pakistan Muslim League (Nawaz),Muhammad Nisar Khan
NA-3,SWAT-2,Khyber Pakhtunkhwa,867243,Awami National Party,Sher Baz Khan
NA-3,SWAT-2,Khyber Pakhtunkhwa,867243,Jamaat-e-Islami,Sahib Zada Tariq Ullah
NA-3,SWAT-2,Khyber Pakhtunkhwa,867243,Jamiat Ulema-e Islam (Fazl),Kaisar Khan
NA-4,SWAT-3,Khyber Pakhtunkhwa,936506,Pakistan Tehreek-e-Insaf,Sohail Sultan
NA-4,SWAT-3,Khyber Pakhtunkhwa,936506,Pakistan Peoples Party,Kamal Khan
NA-4,SWAT-3,Khyber Pakhtunkhwa,936506,Awami National Party,Muhammad Saleem Khan
NA-4,SWAT-3,Khyber Pakhtunkhwa,936506,Jamiat Ulema-e-Islam (F),Rahim Ullah
NA-4,SWAT-3,Khyber Pakhtunkhwa,936506,Pakistan Tahreek Insaf Parliamentarian,Mehmood Khan
NA-5,Upper Dir,Khyber Pakhtunkhwa,1083566,Pakistan Tehreek-e-Insaf,Sahibzada Sibghatullah Virk
NA-5,Upper Dir,Khyber Pakhtunkhwa,1083566,Pakistan Peoples Party,Najam Uddin Khan
NA-5,Upper Dir,Khyber Pakhtunkhwa,1083566,Pakistan Muslim League (Nawaz),Muhammad Nisar Khan
NA-5,Upper Dir,Khyber Pakhtunkhwa,1083566,Awami National Party,Bahadar Khan
NA-5,Upper Dir,Khyber Pakhtunkhwa,1083566,Jamiat Ulema-e-Islam (F),Muhammad Nabi
NA-5,Upper Dir,Khyber Pakhtunkhwa,1083566,Jamaat-e-Islami Pakistan ,Sahib Zada Tariq Ullah
NA-5,Upper Dir,Khyber Pakhtunkhwa,1083566,Pakistan Tahreek Insaf Parliamentarian,Muhammad Ibrahim
NA-6,Lower Dir-1,Khyber Pakhtunkhwa,853612,Pakistan Tehreek-e-Insaf,Bashir Khan
NA-6,Lower Dir-1,Khyber Pakhtunkhwa,853612,Pakistan Peoples Party,Muhammad Hanif 
NA-6,Lower Dir-1,Khyber Pakhtunkhwa,853612,Pakistan Muslim League (Nawaz),Roh Ullah Khan
NA-6,Lower Dir-1,Khyber Pakhtunkhwa,853612,Awami National Party,Muhammad Zahid Khan
NA-6,Lower Dir-1,Khyber Pakhtunkhwa,853612,Jamiat Ulema-e-Islam (F),Muhammad Sher Khan
NA-6,Lower Dir-1,Khyber Pakhtunkhwa,853612,Jamaat-e-Islami Pakistan ,Sirajul Hag
NA-7,Lower Dir-2,Khyber Pakhtunkhwa,796571,Pakistan Tehreek-e-Insaf,Mehboob Shah
NA-7,Lower Dir-2,Khyber Pakhtunkhwa,796571,Pakistan Peoples Party,Alam Zaib Khan
NA-7,Lower Dir-2,Khyber Pakhtunkhwa,796571,Pakistan Muslim League (Nawaz),Yasir Khan
NA-7,Lower Dir-2,Khyber Pakhtunkhwa,796571,Awami National Party,Khan Zeb
NA-7,Lower Dir-2,Khyber Pakhtunkhwa,796571,Jamiat Ulema-e-Islam (F),Siraj Ud Din
NA-7,Lower Dir-2,Khyber Pakhtunkhwa,796571,Jamaat-e-Islami Pakistan ,Muhammad Ismail
NA-8,Bajaur,Khyber Pakhtunkhwa,1287960,Pakistan Tehreek-e-Insaf,Gul Zafar Khan
NA-8,Bajaur,Khyber Pakhtunkhwa,1287960,Pakistan Peoples Party,Syed Akhunzada Chattan
NA-8,Bajaur,Khyber Pakhtunkhwa,1287960,Pakistan Muslim League (Nawaz),Shahab Ud Din Khan
NA-8,Bajaur,Khyber Pakhtunkhwa,1287960,Jamaat-e-Islami Pakistan ,Sahibzada Haroon Ur Rashid
NA-9,Malakand,Khyber Pakhtunkhwa,826250,Pakistan Tehreek-e-Insaf,Junaid Akbar
NA-9,Malakand,Khyber Pakhtunkhwa,826250,Pakistan Peoples Party,Syed Ahmad Ali Shah
NA-9,Malakand,Khyber Pakhtunkhwa,826250,Pakistan Muslim League (Nawaz),Sajjad Ahmad
NA-9,Malakand,Khyber Pakhtunkhwa,826250,Jamiat Ulema-e-Islam (F),Kifayat Ullah
NA-9,Malakand,Khyber Pakhtunkhwa,826250,Jamaat-e-Islami Pakistan ,Bakht Jehan Khan
NA-9,Malakand,Khyber Pakhtunkhwa,826250,Pakistan Tahreek Insaf Parliamentarian,Muhammad Zeeshan
NA-10,Buner,Khyber Pakhtunkhwa,1016869,Pakistan Tehreek-e-Insaf,Barrister Gohar Ali Khan
NA-10,Buner,Khyber Pakhtunkhwa,1016869,Pakistan Peoples Party,Yousaf Ali
NA-10,Buner,Khyber Pakhtunkhwa,1016869,Pakistan Muslim League (Nawaz),Salar Khan
NA-10,Buner,Khyber Pakhtunkhwa,1016869,Awami National Party,Abdur Rauf
NA-10,Buner,Khyber Pakhtunkhwa,1016869,Pakistan Tahreek Insaf Parliamentarian,Sher Akbar Khan
NA-11,Shangla,Khyber Pakhtunkhwa,891252,Pakistan Tehreek-e-Insaf,Said Fareed Khan
NA-11,Shangla,Khyber Pakhtunkhwa,891252,Pakistan Peoples Party,Muhammad Alam Khan
NA-11,Shangla,Khyber Pakhtunkhwa,891252,Pakistan Muslim League (Nawaz),Amir Muqam
NA-11,Shangla,Khyber Pakhtunkhwa,891252,Awami National Party,Aurang Zeb khan 
NA-11,Shangla,Khyber Pakhtunkhwa,891252,Pakistan Tahreek Insaf Parliamentarian,Mian Nazir Rahman
NA-12,Kohistan Upper -cum- Kohistan Lower-cum-Kolai Palas Kohistan,Khyber Pakhtunkhwa,1043126,Pakistan Tehreek-e-Insaf,Taj Muhammad
NA-12,Kohistan Upper -cum- Kohistan Lower-cum-Kolai Palas Kohistan,Khyber Pakhtunkhwa,1043126,Pakistan Peoples Party,Mehboob Ullah Jan
NA-13,Battagram,Khyber Pakhtunkhwa,554133,Pakistan Tehreek-e-Insaf,Muhammad Nawaz Khan
NA-13,Battagram,Khyber Pakhtunkhwa,554133,Pakistan Muslim League (Nawaz),Moin Khan
NA-13,Battagram,Khyber Pakhtunkhwa,554133,Jamiat Ulema-e-Islam (F),Muhammad Yousaf
NA-13,Battagram,Khyber Pakhtunkhwa,554133,Jamaat-e-Islami Pakistan ,syed tariq Hussain Shah Sehrazi
NA-14,Mansehra,Khyber Pakhtunkhwa,969443,Pakistan Tehreek-e-Insaf,Muhammad Saleem Imran
NA-14,Mansehra,Khyber Pakhtunkhwa,969443,Pakistan Peoples Party,Muhammad Shuja Khan
NA-14,Mansehra,Khyber Pakhtunkhwa,969443,Pakistan Muslim League (Nawaz),Sardar Muhammad Yousaf Zaman
NA-14,Mansehra,Khyber Pakhtunkhwa,969443,Jamaat-e-Islami Pakistan ,Muhammad Khalid
NA-15,Mansehra-cum-Tor Ghar,Khyber Pakhtunkhwa,1028179,Pakistan Tehreek-e-Insaf,Shehzada Muhammad Gustasif Khan
NA-15,Mansehra-cum-Tor Ghar,Khyber Pakhtunkhwa,1028179,Pakistan Peoples Party,Zar Gul Khan
NA-15,Mansehra-cum-Tor Ghar,Khyber Pakhtunkhwa,1028179,Pakistan Muslim League (Nawaz),Muhammad Nawaz Sharif
NA-15,Mansehra-cum-Tor Ghar,Khyber Pakhtunkhwa,1028179,Jamiat Ulema-e-Islam (F),Mufti Kitayat Ullah
NA-15,Mansehra-cum-Tor Ghar,Khyber Pakhtunkhwa,1028179,Pakistan Awami Thereek,Naseer khan
NA-15,Mansehra-cum-Tor Ghar,Khyber Pakhtunkhwa,1028179,Pakistan Tahreek Insaf Parliamentarian,Saleh Muhmmad
NA-16,Abbottabad-1,Khyber Pakhtunkhwa,699311,Pakistan Tehreek-e-Insaf,Ali Asghar Khan
NA-16,Abbottabad-1,Khyber Pakhtunkhwa,699311,Pakistan Peoples Party,Noor ul Ain
NA-16,Abbottabad-1,Khyber Pakhtunkhwa,699311,Pakistan Muslim League (Nawaz),Murtaza Javed Abbasi
NA-16,Abbottabad-1,Khyber Pakhtunkhwa,699311,Jamiat Ulema-e-Islam (F),Ahmed Naseer
NA-16,Abbottabad-1,Khyber Pakhtunkhwa,699311,Pakistan Awami Thereek,Muhammad Anwar Abbasi
NA-16,Abbottabad-1,Khyber Pakhtunkhwa,699311,Pakistan Tahreek Insaf Parliamentarian,Shamraiz Khan
NA-17,Abbottabad-2,Khyber Pakhtunkhwa,719761,Pakistan Tehreek-e-Insaf,Ali Khan Jadoon
NA-17,Abbottabad-2,Khyber Pakhtunkhwa,719761,Pakistan Peoples Party,Saleem Shah
NA-17,Abbottabad-2,Khyber Pakhtunkhwa,719761,Pakistan Muslim League (Nawaz),Muhabbat Awan
NA-17,Abbottabad-2,Khyber Pakhtunkhwa,719761,Jamiat Ulema-e-Islam (F),Adnan Bin Abdul Aziz
NA-18,Haripur,Khyber Pakhtunkhwa,1174783,Pakistan Tehreek-e-Insaf,Omar Ayub Khan
NA-18,Haripur,Khyber Pakhtunkhwa,1174783,Pakistan Peoples Party,Syed Ali Zwari Hussain Naqvi
NA-18,Haripur,Khyber Pakhtunkhwa,1174783,Pakistan Muslim League (Nawaz),Babar Nawaz Khan
NA-18,Haripur,Khyber Pakhtunkhwa,1174783,Jamiat Ulema-e-Islam (F),Muhammad Ayub
NA-19,Swabi-1,Khyber Pakhtunkhwa,951404,Pakistan Tehreek-e-Insaf,Asad Qaiser
NA-19,Swabi-1,Khyber Pakhtunkhwa,951404,Pakistan Peoples Party,Muhammad Bilal Khan Sher Pao
NA-19,Swabi-1,Khyber Pakhtunkhwa,951404,Awami National Party,Shahnawaz Khanzada
NA-19,Swabi-1,Khyber Pakhtunkhwa,951404,Jamiat Ulema-e-Islam (F),Fazal Ali
NA-19,Swabi-1,Khyber Pakhtunkhwa,951404,Jamaat-e-Islami Pakistan ,Umar Gul
NA-20,Swabi-2,Khyber Pakhtunkhwa,943196,Pakistan Tehreek-e-Insaf,Shahram Khan Tarakai
NA-20,Swabi-2,Khyber Pakhtunkhwa,943196,Pakistan Peoples Party,Usman Khan
NA-20,Swabi-2,Khyber Pakhtunkhwa,943196,Awami National Party,Waris Khan
NA-20,Swabi-2,Khyber Pakhtunkhwa,943196,Jamiat Ulema-e-Islam (F),Abdur Rahim Khan
NA-21,Mardan-1,Khyber Pakhtunkhwa,976527,Pakistan Tehreek-e-Insaf,Mujahid Khan
NA-21,Mardan-1,Khyber Pakhtunkhwa,976527,Pakistan Peoples Party,Asad Ullah Khan
NA-21,Mardan-1,Khyber Pakhtunkhwa,976527,Awami National Party,Muhammad Ali
NA-21,Mardan-1,Khyber Pakhtunkhwa,976527,Jamiat Ulema-e-Islam (F),Azam Khan
NA-22,Mardan-2,Khyber Pakhtunkhwa,893577,Pakistan Tehreek-e-Insaf,Muhammad Atif
NA-22,Mardan-2,Khyber Pakhtunkhwa,893577,Pakistan Peoples Party,Syed Abid Ali Shah
NA-22,Mardan-2,Khyber Pakhtunkhwa,893577,Awami National Party,Ameer Haider Azam Khan 
NA-22,Mardan-2,Khyber Pakhtunkhwa,893577,Jamiat Ulema-e-Islam (F),Nyaz Ali
NA-23,Mardan-3,Khyber Pakhtunkhwa,874794,Pakistan Tehreek-e-Insaf,Ali Muhammad Khan
NA-23,Mardan-3,Khyber Pakhtunkhwa,874794,Pakistan Peoples Party,Shoaib Alam Khan
NA-23,Mardan-3,Khyber Pakhtunkhwa,874794,Pakistan Muslim League (Nawaz),Jalal Khan Khattak
NA-23,Mardan-3,Khyber Pakhtunkhwa,874794,Awami National Party,Ahmad Khan
NA-23,Mardan-3,Khyber Pakhtunkhwa,874794,Jamiat Ulema-e-Islam (F),Kaleem Ullah Khan
NA-24,Charsadda-1,Khyber Pakhtunkhwa,926066,Pakistan Tehreek-e-Insaf,Anwar Taj
NA-24,Charsadda-1,Khyber Pakhtunkhwa,926066,Pakistan Peoples Party,Shazia Tehmas Khan
NA-24,Charsadda-1,Khyber Pakhtunkhwa,926066,Pakistan Muslim League (Nawaz),Farah Khan
NA-24,Charsadda-1,Khyber Pakhtunkhwa,926066,Awami National Party,Irfan Ali 
NA-24,Charsadda-1,Khyber Pakhtunkhwa,926066,Jamiat Ulema-e-Islam (F),Gohar Ali
NA-25,Charsadda-2,Khyber Pakhtunkhwa,909438,Pakistan Tehreek-e-Insaf,Fazal Muhammad Khan
NA-25,Charsadda-2,Khyber Pakhtunkhwa,909438,Pakistan Peoples Party,Aftab Alam
NA-25,Charsadda-2,Khyber Pakhtunkhwa,909438,Awami National Party,Aimal Wali Khan
NA-25,Charsadda-2,Khyber Pakhtunkhwa,909438,Jamiat Ulema-e-Islam (F),Molana Muhammad Gohar Shah
NA-25,Charsadda-2,Khyber Pakhtunkhwa,909438,Pakistan Tahreek Insaf Parliamentarian,Falak Niaz
NA-26,Mohmand,Khyber Pakhtunkhwa,553933,Pakistan Tehreek-e-Insaf,Sajid Khan
NA-26,Mohmand,Khyber Pakhtunkhwa,553933,Pakistan Peoples Party,Abdul Waheed Khan
NA-26,Mohmand,Khyber Pakhtunkhwa,553933,Pakistan Muslim League (Nawaz),Zar Khan 
NA-26,Mohmand,Khyber Pakhtunkhwa,553933,Awami National Party,Nisar Ahmad
NA-26,Mohmand,Khyber Pakhtunkhwa,553933,Jamiat Ulema-e-Islam (F),Muhammad Arif
NA-26,Mohmand,Khyber Pakhtunkhwa,553933,Jamaat-e-Islami Pakistan ,Muhammad Saeed
NA-27,Khyber,Khyber Pakhtunkhwa,1146267,Pakistan Tehreek-e-Insaf,Muhammad Iqbal Khan
NA-27,Khyber,Khyber Pakhtunkhwa,1146267,Pakistan Peoples Party,Shah Rehman
NA-27,Khyber,Khyber Pakhtunkhwa,1146267,Pakistan Muslim League (Nawaz),Shah Jee Gul Afridi
NA-27,Khyber,Khyber Pakhtunkhwa,1146267,Awami National Party,Shah Hussain
NA-27,Khyber,Khyber Pakhtunkhwa,1146267,Jamiat Ulema-e-Islam (F),Hameed Ullab Jan Afridi
NA-28,Peshawar-1,Khyber Pakhtunkhwa,985067,Pakistan Tehreek-e-Insaf,Sajid Nawaz Khan
NA-28,Peshawar-1,Khyber Pakhtunkhwa,985067,Pakistan Peoples Party,Kiramat Ullah Khan
NA-28,Peshawar-1,Khyber Pakhtunkhwa,985067,Awami National Party,Muhammad Fayaz Khan
